Type,Address,Listing Price,Selling Price,Year Built,Square Feet,Lot Size(AC),Listing Date,Pending Date,Sold Date,Days on Market
Sold,"523 E Walnut St Lodi, CA 95240-3010",100000,101000,1920,1264,,6/29/2010,6/30/2010,7/2/2010,1
Sold,"646 E Lockeford St Lodi, CA 95240-2407",89900,80000,1905,1334,0.21,7/17/2010,12/28/2010,2/28/2011,106
Sold,"925 Lloyd St Lodi, CA 95240-4313",79900,85000,1972,1088,0.11,7/30/2010,8/25/2010,10/29/2010,26
Sold,"512 Hilborn St Lodi, CA 95240-4204",64900,56000,1920,1007,0.16,9/17/2010,10/13/2010,11/2/2010,26
Sold,"857 Lloyd St Lodi, CA 95240-4337",71400,82000,1971,942,0.13,9/27/2010,10/8/2010,12/1/2010,11
Sold,"544 E Walnut St Lodi, CA 95240-3011",79900,68500,1936,1375,0.16,9/28/2010,10/28/2010,11/5/2010,30
Sold,"532 E Oak St Lodi, CA 95240-3017",99900,115000,1921,1499,0.17,5/27/2009,8/27/2009,11/11/2009,21
Sold,"1131 Woodrow St Lodi, CA 95240-4324",122500,126400,1954,1244,0.14,7/14/2009,7/23/2009,8/21/2009,9
Sold,"521 E Locust St Lodi, CA 95240-2323",68900,75000,1923,1575,0.19,8/4/2009,8/21/2009,9/28/2009,17
Sold,"505-1/2 Harold St Lodi, CA 95240-4221",17900,31500,1935,495,0.05,8/31/2009,8/31/2009,9/30/2009,0
Sold,"1030 Lloyd St Lodi, CA 95240-4315",165000,170000,1953,1484,0.1687,9/23/2013,10/15/2013,12/13/2013,22
Sold,"930 Lloyd St Lodi, CA 95240",169950,170000,1972,1088,0.1228,10/24/2013,12/13/2013,2/5/2014,35
Sold,"519 Maple St Lodi, CA 95240-4224",70000,70000,1950,918,0.17,10/20/2009,11/8/2009,12/18/2009,19
Sold,"535-1/2 Harold St Lodi, CA 95240-4368",46000,40000,1939,864,0.06,12/24/2009,1/14/2010,1/27/2010,21
Sold,"919 Lloyd St Lodi, CA 95240-4313",86000,85000,1972,1088,0.11,1/4/2010,1/21/2010,2/5/2010,17
Sold,"533 E Pine St Lodi, CA 95240-3033",64900,64900,1919,1288,0.19,1/25/2012,2/24/2012,5/8/2012,8
Sold,"838 Woodrow St Lodi, CA 95240-4319",77000,74000,1970,944,0.12,3/27/2012,4/18/2012,5/24/2012,22
Sold,"972 Lloyd St Lodi, CA 95240-4314",95900,95900,1972,1088,0.1,6/15/2012,6/21/2012,9/27/2012,6
Sold,"629 E Ana St Lodi, CA 95240-4301",84000,87000,1972,1088,0.12,7/28/2012,8/16/2012,9/10/2012,19
Sold,"1106 Lloyd St Lodi, CA 95240-4317",189500,196000,1953,1287,0.1205,10/14/2014,12/5/2014,1/9/2015,52
Sold,"838 Lloyd St Lodi, CA 95240-4338",95000,95000,1968,1196,0.12,10/14/2012,12/24/2012,12/31/2012,71
Sold,"529 E Elm St Lodi, CA 95240-2311",149900,150000,1907,968,0.19,10/19/2012,11/8/2012,12/17/2012,20
Sold,"1005 Woodrow St Lodi, CA 95240-4322",125000,115000,1953,1178,0.14,11/13/2012,3/8/2013,11/15/2013,9
Sold,"524 Hilborn St Lodi, CA 95240-4204",89000,89000,1918,1022,0.16,12/3/2012,12/12/2012,12/21/2012,9
Sold,"1201 S Sunset Dr Lodi, CA 95240-5531",219950,220000,1962,1104,0.1377,2/9/2015,2/14/2015,3/18/2015,5
Sold,"532-1/2 E Locust St Lodi, CA 95240-2324",39990,37000,1936,384,0.07,12/11/2012,2/1/2013,2/27/2013,52
Sold,"504 Eden St Lodi, CA 95240-4208",52000,54100,1922,864,0.15,1/7/2013,1/14/2013,1/25/2013,7
Sold,"635 Ana St Lodi, CA 95240-4301",118000,118000,1972,1088,0.11,1/10/2013,2/21/2013,3/29/2013,25
Sold,"516 E Elm St Lodi, CA 95240",209000,196000,1948,1442,0.14,6/11/2013,10/16/2013,11/13/2013,127
Sold,"900 Woodrow St Lodi, CA 95240-4321",79900,82500,1971,1088,0.15,10/29/2010,11/10/2010,1/21/2011,12
Sold,"504 Harold St Lodi, CA 95240-4222",64900,55000,1920,1490,0.08,12/15/2010,1/13/2011,2/10/2011,29
Sold,"519 E Lodi Ave Lodi, CA 95240-3007",114899,102000,1925,1120,0.12,2/7/2011,4/1/2011,5/27/2011,53
Sold,"862 Woodrow St Lodi, CA 95240-4319",80896,81896,1970,942,0.12,8/11/2011,11/22/2011,12/22/2011,103
Sold,"822 S Garfield St Lodi, CA 95240-5409",47900,43500,1938,766,0.16,12/12/2011,2/9/2012,2/24/2012,59
Sold,"1119 Woodrow St Lodi, CA 95240-4324",89000,79300,1953,1185,0.12,1/6/2012,5/12/2012,8/10/2012,21
Sold,"504 Hilborn St. Lodi, CA 95240",130950,128000,1939,878,0.0908,8/15/2014,3/25/2015,5/5/2015,212
Sold,"520 E Locust St Lodi, CA 95240-2324",117000,110000,1925,1086,0.1951,8/30/2014,9/26/2014,10/24/2014,27
Sold,"815 Lloyd St Lodi, CA 95240",205000,205000,1947,1659,0.1263,10/4/2014,10/7/2014,11/21/2014,3
Sold,"511 N California St, Lodi, CA 95240",295000,295000,,1485,0.1167,2/9/2015,9/16/2015,10/28/2015,219
Sold,"1224 S Church St Lodi, CA 95240-5714",238888,235000,1947,1402,0.1625,2/6/2015,2/10/2015,3/13/2015,4
Sold,"1418 W Tokay St Lodi, CA 95242-3573",339500,300000,1988,2153,0.1579,2/8/2015,4/24/2015,5/8/2015,75
Sold,"1124 Lloyd St Lodi, CA 95240-4317",119000,119000,1955,928,0.1205,2/9/2015,5/1/2015,5/19/2015,81
Sold,"532 Hilborn St Lodi, CA 95240-4204",136900,137000,1915,979,0.1607,2/16/2015,4/5/2015,5/19/2015,34
Sold,"508 N Pacific Ave Lodi, CA 95242-2445",153900,165000,1960,1170,0.1446,2/11/2015,3/9/2015,4/3/2015,26
Sold,"400 S Central Ave, Lodi, CA 95240-4104",155888,155900,1912,924,0.1033,2/14/2015,5/29/2015,7/9/2015,58
Sold,"630 N Grant Ave, Lodi, CA 95240-0908",199900,198900,1950,1301,0.1267,2/13/2015,7/22/2015,8/18/2015,140
Sold,"919 Lakehome Dr Lodi, CA 95242-2333",272500,273000,1958,1609,0.1873,2/13/2015,2/16/2015,3/18/2015,3
Sold,"333 Watson Lodi, CA 95240",199900,195000,1943,1176,0.1997,2/16/2015,3/6/2015,4/7/2015,18
Sold,"524 E Locust St Lodi, CA 95240",153000,68250,1905,1668,0.19,7/16/2013,1/3/2014,1/14/2014,167
Sold,"856 Woodrow St Lodi, CA 95240-4319",135000,140000,1970,942,0.1261,9/4/2013,9/12/2013,10/10/2013,5
Sold,"830 S Garfield St Lodi, CA 95240-5409",90000,91000,1948,954,0.155,9/20/2013,12/9/2013,12/18/2013,4
Sold,"512 Hilborn St Lodi, CA 95240-4204",127000,130000,1920,1007,0.1607,11/27/2013,12/13/2013,1/31/2014,16
Sold,"508 Hilborn St Lodi, CA 95240-4204",142500,140000,1920,983,0.1033,1/8/2014,2/10/2014,4/7/2014,33
Sold,"520-1/2 E Elm St Lodi, CA 95240-2312",89000,89000,1945,750,0.0661,1/14/2014,3/27/2014,4/8/2014,72
Sold,"535 HAROLD Lodi, CA 95240",100000,108000,1939,768,0.0803,1/15/2014,2/23/2014,4/11/2014,39
Sold,"901 Ehrhardt Dr Lodi, CA 95240-4612",240000,230000,1956,1355,,2/20/2015,2/27/2015,5/7/2015,7
Sold,"622 W Pine Lodi, CA 95240",207000,207000,1956,1444,0.1756,2/20/2015,2/21/2015,3/6/2015,1
Sold,"848 N Ham Ln Lodi, CA 95242-2316",249950,246000,1983,1625,0.149,2/21/2015,3/5/2015,4/7/2015,12
Sold,"531 Calaveras St Lodi, CA 95240",165000,175000,1955,980,0.1475,2/20/2015,3/2/2015,4/23/2015,10
Sold,"826 S Pleasant Ave Lodi, CA 95240-4736",115000,130200,1947,1100,0.1678,3/27/2015,4/1/2015,4/24/2015,5
Sold,"731 Grant Ave Lodi, CA 95240-0909",214975,214975,1895,1272,0.1423,2/23/2015,3/31/2015,5/11/2015,22
Sold,"1120 Holly Dr Lodi, CA 95240",233000,230000,1955,1150,0.13,2/23/2015,4/8/2015,5/11/2015,34
Sold,"1511 Iris Dr, Lodi, CA 95242",347500,342000,1978,1913,,2/25/2015,4/7/2015,5/22/2015,41
Sold,"821 Perry Way Lodi, CA 95240",224500,224000,1959,1052,0.125,2/26/2015,3/3/2015,3/31/2015,5
Sold,"831 N Ham Ln Lodi, CA 95242-2317",262500,250000,1960,1721,0.1722,4/1/2015,4/16/2015,5/15/2015,15
Sold,"509 N Church Lodi, CA 95240",157000,157000,1952,1019,0.1452,3/2/2015,4/6/2015,5/12/2015,34
Sold,"1215 S Pleasant Ave, Lodi, CA 95240-5725",169900,170000,1945,1093,0.135,3/4/2015,5/13/2015,6/19/2015,65
Sold,"1440 W Tokay St, Lodi, CA 95242-3573",374500,345000,1980,2273,0.2369,3/6/2015,6/29/2015,8/18/2015,115
Sold,"533 W Oak St Lodi, CA 95240-3430",299950,295000,1907,1935,0.1377,3/6/2015,4/9/2015,5/12/2015,34
Sold,"907 Lakehome Dr Lodi, CA 95242",279900,279900,1957,1649,0.2029,3/6/2015,4/14/2015,5/8/2015,39
Sold,"716 N School St, Lodi, CA 95240-1234",168900,148299,1951,1440,0.124,2/14/2015,6/9/2015,7/7/2015,115
Sold,"211 S Crescent Ave Lodi, CA 95240-3413",565000,565000,1998,2989,0.1607,2/17/2015,2/18/2015,4/9/2015,1
Sold,"708 N Crescent Ave Lodi, CA 95240-0902",249900,240000,1951,1376,0.1708,3/10/2015,4/6/2015,5/18/2015,27
Sold,"729 S Pleasant St, Lodi, CA 95240-4733",277500,250000,1956,1874,0.1651,2/20/2015,5/27/2015,6/26/2015,96
Sold,"118 N Avena Ave Lodi, CA 95240-1806",279900,283000,1953,1580,0.1452,2/23/2015,2/24/2015,3/31/2015,1
Sold,"320 Daisy Ave Lodi, CA 95240-1108",194900,194900,1958,1025,0.1147,2/19/2015,4/8/2015,5/21/2015,48
Sold,"747 Louie Ave, Lodi, CA 95240-0917",219900,229900,1952,1021,0.1194,4/15/2015,4/20/2015,7/2/2015,5
Sold,"324 Louie Ave Lodi, CA 95240-1166",174500,174500,1979,870,0.0574,3/24/2015,3/31/2015,5/1/2015,7
Sold,"412 Forrest Ave, Lodi, CA 95240-1020",289900,285000,1916,1296,0.1951,3/25/2015,4/23/2015,6/5/2015,16
Sold,"1120 S School St Lodi, CA 95240-5707",259000,272000,1933,1165,0.3202,3/26/2015,3/29/2015,4/17/2015,3
Sold,"715 S Church St, Lodi, CA 95240-4726",235900,245000,1951,1542,0.1931,3/27/2015,6/29/2015,8/6/2015,94
Sold,"1118 Tamarack Lodi, CA 95240",239990,238000,1967,1200,0.1263,3/27/2015,4/7/2015,5/14/2015,11
Sold,"1019 Lakehome Dr, Lodi, CA 95242",344000,348000,1959,2033,0.18,3/29/2015,10/7/2015,10/9/2015,158
Sold,"1107 S Lee, Lodi, CA 95240",299000,289000,1949,1648,0.1311,3/30/2015,8/1/2015,8/24/2015,124
Sold,"433 Matthew Plaza, Lodi, CA 95240",235000,235000,1958,1184,0.115,4/1/2015,4/29/2015,6/16/2015,19
Sold,"547 S Rose St Lodi, CA 95240-3910",269000,269000,1958,1260,0.1309,4/4/2015,4/6/2015,4/28/2015,2
Sold,"549 W Tokay St Lodi, CA 95240-3923",294950,305000,1957,1646,0.1607,4/6/2015,4/7/2015,5/20/2015,1
Sold,"810 W Tokay, Lodi, CA 95240-3928",254995,252000,1957,1381,0.163,4/10/2015,5/25/2015,7/10/2015,15
Sold,"921 S Hutchins St, Lodi, CA 95240",225000,223000,1956,1173,0.16,4/6/2015,5/13/2015,7/24/2015,31
Sold,"225 N Fairmont Ave Lodi, CA 95240-1819",235000,235000,1948,1362,0.1474,4/7/2015,4/10/2015,5/19/2015,3
Sold,"627 N School St, Lodi, CA 95240-1231",159000,167000,1922,988,0.1848,4/7/2015,4/29/2015,6/15/2015,22
Sold,"15 S Orange, Lodi, CA 95242",389900,361000,1951,2700,0.2408,4/10/2015,6/15/2015,7/31/2015,66
Sold,"254 CHARLES, Lodi, CA 95240",229900,229000,2015,1406,0.1001,3/15/2015,5/5/2015,6/15/2015,51
Sold,"312 vine, Lodi, CA 95240",149000,142500,1921,923,0.1664,3/13/2015,8/28/2015,9/24/2015,12
Sold,"221 Forrest Ave, Lodi, CA 95240-1109",224000,225000,1915,1592,0.1162,3/20/2015,5/17/2015,6/9/2015,36
Sold,"130 S Pacific Ave, Lodi, CA 95242-3021",190000,200000,1961,1112,0.124,3/20/2015,6/8/2015,6/30/2015,79
Sold,"410 Daisy Ave Lodi, CA 95240-1010",180000,160000,1940,1280,0.132,3/23/2015,3/26/2015,5/15/2015,3
Sold,"924 Lakehome Dr, Lodi, CA 95242",249900,240000,1957,1435,0.1515,2/23/2015,5/6/2015,5/22/2015,58
Sold,"428-1/2 W Locust St, Lodi, CA 95240-2018",165000,162500,1956,776,0.0746,4/17/2015,5/4/2015,6/16/2015,17
Sold,"416 FORREST Ave, Lodi, CA 95240",247000,253000,1912,1144,0.2335,4/19/2015,4/23/2015,5/27/2015,4
Sold,"220 Olive Ct, Lodi, CA 95240-1119",190000,186000,1906,967,0.1164,4/20/2015,5/11/2015,7/17/2015,17
Sold,"709 Windsor Dr, Lodi, CA 95240",219000,218000,1955,1008,0.1641,4/23/2015,4/30/2015,6/3/2015,7
Sold,"519 Alicante Dr, Lodi, CA 95240-5604",259000,255000,1951,1481,0.1389,4/24/2015,6/29/2015,7/16/2015,48
Sold,"240 Hilborn St, Lodi, CA 95240-4118",99000,99000,1918,648,0.0803,5/23/2015,5/26/2015,6/3/2015,3
Sold,"228 N Fairmont Ave, Lodi, CA 95242",289000,280000,1956,1490,0.1474,4/25/2015,9/9/2015,9/17/2015,128
Sold,"830 S Crescent Ave, Lodi, CA 95240",272500,268500,1956,1315,0.2051,4/25/2015,5/8/2015,5/29/2015,13
Sold,"339 Poplar St, Lodi, CA 95240",187000,187000,1934,1040,0.1957,4/26/2015,4/29/2015,6/12/2015,3
Sold,"237 S Pleasant Ave, Lodi, CA 95240-3523",269000,269000,1905,1361,0.1664,4/30/2015,5/20/2015,6/30/2015,20
Sold,"217 Forrest Ave, Lodi, CA 95240-1109",159000,164000,1939,811,0.1162,5/1/2015,8/28/2015,9/29/2015,113
Sold,"420 Olive Ct, Lodi, CA 95240-1043",145000,146500,1938,720,0.1102,5/12/2015,5/14/2015,6/12/2015,2
Sold,"1324 S Church St, Lodi, CA 95240",199000,190000,1947,1451,0.1625,5/1/2015,7/28/2015,7/31/2015,48
Sold,"530 Saint Claire Dr, Lodi, CA 95240",270000,262500,1961,1355,0.1354,5/5/2015,6/8/2015,7/9/2015,34
Sold,"423 Daisy Ave, Lodi, CA 95240",275000,260000,,1563,,5/5/2015,9/22/2015,11/9/2015,123
Sold,"901 Dianna, Lodi, CA 95240",259999,261000,1958,1395,0.1352,5/6/2015,6/22/2015,7/24/2015,47
Sold,"411 E Vine St, Lodi, CA 95240",199900,200000,1930,1233,0.175,4/12/2015,4/20/2015,5/26/2015,8
Sold,"45 N Wellington Way, Lodi, CA 95242-3033",308000,300000,1966,1823,0.2107,5/7/2015,7/2/2015,8/11/2015,56
Sold,"412-1/2 Railroad Ave Lodi, CA 95240-2336",160000,160000,2000,1058,0.1148,4/13/2015,4/20/2015,5/14/2015,7
Sold,"735 S Lee Ave, Lodi, CA 95240",275000,270000,1954,1528,0.191,4/30/2015,5/25/2015,6/29/2015,25
Sold,"142 S Sunset Drive, Lodi, CA 95240",374999,375000,1957,2013,0.1637,4/17/2015,5/6/2015,6/15/2015,19
Sold,"527 Park St, Lodi, CA 95240-5216",259000,258175,1955,1741,0.1894,5/26/2015,9/1/2015,9/29/2015,98
Sold,"847 S. Rose, Lodi, CA 95240",229000,229000,1961,1294,0.1377,5/20/2015,5/27/2015,7/28/2015,7
Sold,"402 W Locust St, Lodi, CA 95240-2018",399000,399000,1910,2182,0.1419,5/20/2015,12/7/2015,1/11/2016,157
Sold,"509 N Pacific, Lodi, CA 95242",224500,225000,1947,1122,0.1644,6/16/2015,6/20/2015,7/24/2015,4
Sold,"848 Bel Air Ct, Lodi, CA 95240-0928",234950,235000,1958,1106,0.14,5/22/2015,5/27/2015,7/9/2015,5
Sold,"404 N California St, Lodi, CA 95240-1047",205000,195000,,984,0.1219,5/24/2015,6/9/2015,7/24/2015,16
Sold,"308 Louie Ave, Lodi, CA 95240-1162",269900,250000,1950,1973,0.2325,5/27/2015,8/6/2015,9/10/2015,63
Sold,"817 Bel Air Ct, Lodi, CA 95240",259950,256000,1958,1372,0.16,5/29/2015,6/25/2015,7/7/2015,27
Sold,"559 Sonora Ave, Lodi, CA 95240",165000,155000,1959,1032,0.1538,5/29/2015,10/19/2015,12/16/2015,135
Sold,"950 Daisy Ave, Lodi, CA 95242-2301",299000,293000,1961,1428,0.2072,6/25/2015,6/29/2015,7/31/2015,4
Sold,"524 W Vine, Lodi, CA 95240",280000,270000,1955,1506,0.1752,6/1/2015,6/8/2015,7/14/2015,7
Sold,"200 S Sunset Dr, Lodi, CA 95240-3320",329000,329000,1946,1572,0.1716,6/1/2015,6/15/2015,7/15/2015,14
Sold,"719 Grant Ave, Lodi, CA 95240-0909",219900,217000,1953,1096,0.1708,6/1/2015,6/4/2015,7/16/2015,3
Sold,"524 Sturla St, Lodi, CA 95240-3915",255900,255900,1961,1251,0.1209,7/6/2015,7/10/2015,9/9/2015,4
Sold,"1010 W Turner Rd, Lodi, CA 95242",375000,369500,1951,1812,0.3025,6/8/2015,9/7/2015,10/7/2015,68
Sold,"537 E Walnut St, Lodi, CA 95240",224500,217500,,1350,0.1865,6/8/2015,8/21/2015,9/1/2015,22
Sold,"613 Gerard Dr, Lodi, CA 95242",274900,276000,1957,1250,0.154,6/10/2015,6/12/2015,7/13/2015,2
Sold,"31 Tamarack Dr, Lodi, CA 95240",210000,210000,1992,1568,0.0547,5/9/2015,6/8/2015,7/10/2015,30
Sold,"521 W Oak St, Lodi, CA 95240-3430",185500,196759,1958,1232,0.1033,5/14/2015,5/21/2015,6/29/2015,7
Sold,"920 W Tokay St, Lodi, CA 95240-3930",275000,275000,1956,1425,0.1469,5/14/2015,7/13/2015,8/12/2015,32
Sold,"1337 Robinson Ln, Lodi, CA 95242-3929",245000,245000,2004,1037,0.0806,5/15/2015,5/20/2015,6/30/2015,5
Sold,"359 S Sunset Dr, Lodi, CA 95240-3805",249900,242500,1947,976,0.1359,5/18/2015,6/18/2015,7/2/2015,31
Sold,"927 Daisy Ave, Lodi, CA 95242",279000,271000,1960,1470,0.24,7/9/2015,7/23/2015,8/20/2015,14
Sold,"920 Windsor Dr, Lodi, CA 95240",267000,240000,1956,1805,0.2157,6/17/2015,8/21/2015,9/11/2015,65
Sold,"524 Gerard Dr, Lodi, CA 95242-2474",310000,310000,1959,1410,0.1768,6/16/2015,6/21/2015,7/31/2015,5
Sold,"805 W LOCUST St, Lodi, CA 95240-1846",360000,369000,1947,2000,0.1501,6/23/2015,1/4/2016,3/21/2016,176
Sold,"826 Woodrow St, Lodi, CA 95240-4319",197000,197000,1970,1098,0.1261,6/22/2015,10/26/2015,12/17/2015,103
Sold,"1012 Wellswood Ct, Lodi, CA 95240-5334",210000,210000,1991,1277,0.109,6/23/2015,7/7/2015,7/31/2015,14
Sold,"524 Eden, Lodi, CA 95240",220000,222500,1940,1490,0.1607,6/27/2015,9/23/2015,11/6/2015,88
Sold,"1025 S Orange Ave, Lodi, CA 95240-5107",489000,489000,1956,2250,0.3657,6/24/2015,7/8/2015,8/28/2015,14
Sold,"1328 S Lee, Lodi, CA 95240",198900,198900,1948,787,0.0808,6/27/2015,8/25/2015,9/15/2015,43
Sold,"617 Ribier Ave, Lodi, CA 95240-5622",220000,220000,1953,1103,0.1414,6/29/2015,7/1/2015,7/30/2015,2
Sold,"322 Cypress St, Lodi, CA 95240-5911",177000,177000,1951,962,0.1791,7/2/2015,9/24/2015,10/26/2015,76
Sold,"113 N Hutchins St, Lodi, CA 95240-1918",385000,375000,1910,1400,0.1722,7/1/2015,9/25/2015,10/29/2015,48
Sold,"712 Cross St, Lodi, CA 95242",268800,268800,1953,1786,0.1641,7/7/2015,9/11/2015,10/9/2015,62
Sold,"6 N Avena Ave, Lodi, CA 95240",310000,305000,1955,1319,0.198,7/3/2015,7/13/2015,9/1/2015,10
Sold,"1525 W Vine, Lodi, CA 95242",279900,279900,1966,1354,0.1346,7/4/2015,8/10/2015,8/28/2015,37
Sold,"809-805 S School St, Lodi, CA 95240-4705",269000,263000,,1643,0.6801,7/6/2015,8/4/2015,8/18/2015,17
Sold,"826 S Pleasant Ave, Lodi, CA 95240-4736",156240,156240,1947,1100,0.1678,6/9/2015,7/24/2015,8/28/2015,45
Sold,"304 E Locust St, Lodi, CA 95240-2320",123600,92400,1938,970,0.0826,6/9/2015,7/31/2015,9/9/2015,52
Sold,"1301 S Hutchins St, Lodi, CA 95240-6038",249000,230480,1949,1425,0.1744,7/6/2015,1/5/2016,3/10/2016,183
Sold,"305 E Vine St, Lodi, CA 95240-4817",152900,152900,1912,1134,0.1033,6/11/2015,9/16/2015,9/25/2015,83
Sold,"916 Calaveras St, Lodi, CA 95240",184900,180000,1983,1183,0.09,6/11/2015,11/11/2015,11/13/2015,153
Sold,"415 Lincoln Ave, Lodi, CA 95240-1023",200000,222000,1947,1355,0.1358,6/12/2015,6/30/2015,8/13/2015,18
Sold,"850 S washington, Lodi, CA 95240",129900,120000,1910,593,0.0976,7/10/2015,7/18/2015,9/3/2015,8
Sold,"621 Huntington, Lodi, CA 95242-3558",289000,289000,1984,1511,0.1492,7/13/2015,7/22/2015,8/25/2015,9
Sold,"508 N Pacific Ave, Lodi, CA 95242-2445",270000,270000,1960,1170,0.1446,7/15/2015,7/19/2015,8/21/2015,4
Sold,"921 W Windsor Dr, Lodi, CA 95240-5127",200000,195000,1956,1573,0.1515,7/13/2015,7/16/2015,8/12/2015,3
Sold,"1019 Mason St, Lodi, CA 95242-2345",250000,250000,1963,1106,0.1491,8/15/2015,8/24/2015,9/23/2015,9
Sold,"800 Cheney Ct, Lodi, CA 95242-3507",369950,360000,1983,2437,0.1498,7/16/2015,8/6/2015,10/28/2015,21
Sold,"205 S Crescent Ave, Lodi, CA 95240-3413",379000,375000,1951,1766,0.1552,7/17/2015,10/9/2015,11/13/2015,84
Sold,"419 Forrest Ave, Lodi, CA 95240-1019",322950,322950,,1432,0.2335,7/17/2015,7/21/2015,9/23/2015,4
Sold,"1413 Ayers Ave, Lodi, CA 95242-2477",239950,230000,1951,1150,0.1673,7/18/2015,10/13/2015,11/25/2015,87
Sold,"525-525 1/2 E Elm St, Lodi, CA 95240-2311",139950,136000,,800,0.1951,7/17/2015,7/22/2015,8/14/2015,5
Sold,"333 E Elm St, Lodi, CA 95242",148900,151000,1917,1232,0.1432,7/20/2015,9/15/2015,10/14/2015,57
Sold,"204 Cherry St, Lodi, CA 95240-4804",188900,185000,1912,2219,0.1663,7/23/2015,8/10/2015,8/25/2015,18
Sold,"811 S Rose St, Lodi, CA 95240",289000,289000,1960,1551,0.1444,7/28/2015,9/1/2015,9/18/2015,35
Sold,"423 W Locust St, Lodi, CA 95240",379950,380000,2004,2250,0.2007,7/30/2015,8/31/2015,9/29/2015,12
Sold,"713 S Lee Ave, Lodi, CA 95240-4601",249500,247500,1952,1263,0.185,8/26/2015,11/12/2015,12/30/2015,78
Sold,"406 Columbia Dr, Lodi, CA 95240-0647",183500,183500,1983,1183,0.0938,8/26/2015,10/18/2015,12/1/2015,53
Sold,"420 E Oak St, Lodi, CA 95240-2920",199000,195000,1920,1188,0.1946,7/28/2015,10/20/2015,10/22/2015,45
Sold,"307 Palm Ave, Lodi, CA 95240-1137",150000,162000,1947,1590,0.1296,7/6/2015,7/17/2015,8/18/2015,11
Sold,"1227 Liebig, Lodi, CA 95240",190000,190000,1959,1080,0.1377,8/28/2015,10/9/2015,12/17/2015,12
Sold,"406 N Church St, Lodi, CA 95240-1204",169900,168000,1910,1014,0.0854,7/8/2015,11/4/2015,12/24/2015,119
Sold,"307 Olive Ct, Lodi, CA 95240-1120",214500,210500,1958,1069,0.1183,7/9/2015,11/1/2015,1/29/2016,115
Sold,"1421 Park St, Lodi, CA 95242-3838",209950,200000,1963,1893,0.1364,9/4/2015,12/7/2015,12/22/2015,91
Sold,"720 S California St, Lodi, CA 95240-3919",229950,229950,1957,1101,0.1263,7/10/2015,7/13/2015,8/31/2015,3
Sold,"705 Alicante Dr, Lodi, CA 95240-5608",264949,267800,1953,1581,0.1389,8/11/2015,8/25/2015,9/25/2015,14
Sold,"135 S Fairmont Ave, Lodi, CA 95240-3333",379000,340000,1955,1958,0.1822,8/12/2015,9/7/2015,11/3/2015,26
Sold,"739 S Washington, Lodi, CA 95240",79900,75000,1925,410,0.0379,8/14/2015,4/15/2016,6/20/2016,184
Sold,"1029 S Church St, Lodi, CA 95240-4722",330000,330000,1915,2136,0.1932,8/15/2015,8/20/2015,9/29/2015,5
Sold,"720 W Tokay, Lodi, CA 95240",340000,320000,1962,1977,0.2582,8/15/2015,9/1/2015,10/29/2015,17
Sold,"625 N Church St #2, Lodi, CA 95240",69950,67000,1985,897,0.4818,8/17/2015,9/29/2015,10/30/2015,43
Sold,"226 Columbia Dr, Lodi, CA 95240-0664",229500,227000,1984,1137,0.1389,8/17/2015,11/13/2015,12/28/2015,88
Sold,"1330 S Church St, Lodi, CA 95240-5716",160000,156000,1952,1080,0.1397,8/18/2015,9/12/2015,10/13/2015,25
Sold,"600 Alicante Dr, Lodi, CA 95240-5607",235000,235000,1953,1021,0.1414,8/18/2015,8/24/2015,9/25/2015,6
Sold,"9 Chestnut St, Lodi, CA 95240",229900,230000,1945,1886,0.1632,8/20/2015,8/25/2015,9/25/2015,5
Sold,"738 S Lee, Lodi, CA 95240",289000,295000,1955,1593,0.1835,8/21/2015,8/24/2015,9/18/2015,3
Sold,"205 Eden St, Lodi, CA 95240-4109",200000,200000,1920,1057,0.0964,8/23/2015,10/28/2015,12/29/2015,66
Sold,"927 Comanche Way, Lodi, CA 95240-0663",225000,225000,1984,1137,0.1501,8/27/2015,9/3/2015,10/30/2015,7
Sold,"216 N Garfield, Lodi, CA 95240-2318",225000,225000,1944,1971,0.1102,8/26/2015,5/12/2016,7/15/2016,204
Sold,"1007 S Lee Ave, Lodi, CA 95240-5244",254900,255000,1918,1555,0.2403,7/31/2015,12/14/2015,1/29/2016,136
Sold,"745 S SCHOOL St, Lodi, CA 95240-4703",219875,222875,1951,1007,0.2259,7/28/2015,9/10/2015,10/7/2015,44
Sold,"700 Cardinal St, Lodi, CA 95240-5615",218990,218000,1953,1023,0.168,8/2/2015,8/14/2015,9/17/2015,12
Sold,"1425 Keagle Way, Lodi, CA 95242-3561",290000,290000,1983,1682,0.1462,8/3/2015,8/24/2015,9/25/2015,21
Sold,"712 Golden Ave, Lodi, CA 95240",223000,220000,1966,1166,0.1695,9/1/2015,11/9/2015,12/30/2015,69
Sold,"502 E Tokay St, Lodi, CA 95240-4229",189950,195000,1945,1168,0.1282,9/3/2015,9/5/2015,10/30/2015,2
Sold,"1418 W Lockeford St, Lodi, CA 95242-2937",224000,200000,1967,1276,0.1818,8/4/2015,8/11/2015,9/17/2015,7
Sold,"2 N Avena Ave, Lodi, CA 95240-2808",245000,255000,1947,1233,0.1742,8/4/2015,8/21/2015,9/18/2015,5
Sold,"1125 S Church St, Lodi, CA 95240-5711",244900,239000,1938,1164,0.1527,9/4/2015,12/29/2015,1/29/2016,116
